,product_sku,total_submitted_orders,avg_m12_low_price,avg_m12_high_price,total_preds,discount_12m,high_price_12m,active_price_12m,snapshot_date,abs_diff_price,orders_diff
119613,GRB112P16894,0,69.9000000000001,69.9000000000001,2.49116952717304,65.0,69.9,24.465,2023-10-30,45.4350000000001,-2.49116952717304
37294,GRB112P16895,0,89.9,89.9,2.57400736957788,70.0,89.9,26.97,2023-10-30,62.93000000000001,-2.57400736957788
101010,GRB112P16896,0,94.9,94.9,3.0956991314888,70.0,94.9,28.47,2023-10-30,66.43,-3.0956991314888
118515,GRB112P16897,0,94.9,94.9,3.32140549272299,70.0,94.9,28.47,2023-10-30,66.43,-3.32140549272299
57175,GRB112P17100,0,84.9,84.9,13.8686991333961,65.0,84.9,29.715,2023-10-30,55.185,-13.8686991333961
128292,GRB112P17349,0,139.9,139.9,3.66294946521521,75.0,139.9,34.975,2023-10-30,104.92500000000001,-3.66294946521521
15147,GRB112P17401,0,59.9,59.9,2.71238701790571,65.0,59.9,20.965,2023-10-30,38.935,-2.71238701790571
29667,GRB112P17641,88,74.5428571428572,95.9714285714286,3.49588987231255,75.0,99.9,24.975,2023-10-30,49.5678571428572,84.50411012768745
36849,GRB112P17647,0,124.9,124.9,3.45619969815016,75.0,124.9,31.225,2023-10-30,93.67500000000001,-3.45619969815016
100701,GRB112P17773,0,17.9,17.9,1.56879325211048,60.0,17.9,7.16,2023-10-30,10.739999999999998,-1.56879325211048
97810,GRB112P17774,16,14.9,14.9,2.47634938359261,55.0,14.9,6.705,2023-10-30,8.195,13.52365061640739
118556,GRB112P17775,0,54.9,54.9,3.38844158500433,65.0,54.9,19.215,2023-10-30,35.685,-3.38844158500433
83594,GRB112P17776,40,29.9,29.9,1.33350791037083,55.0,29.9,13.455,2023-10-30,16.445,38.66649208962917
80954,GRB112P17777,32,22.9,22.9,2.45417389273643,55.0,22.9,10.305,2023-10-30,12.594999999999999,29.54582610726357
129366,GRB112P17816,24,64.9,77.7571428571429,5.9377709031105,75.0,79.9,19.975,2023-10-30,44.925000000000004,18.0622290968895
82745,GRB112P17833,60,58.4714285714286,75.6142857142857,1.61471052467823,75.0,79.9,19.975,2023-10-30,38.4964285714286,58.38528947532177
39662,GRB112P9836,0,62.9,62.9,4.33693874627352,65.0,62.9,22.015,2023-10-30,40.885,-4.33693874627352
43472,GRB112P9840,0,24.9,24.9,11.5869436264038,55.0,24.9,11.205,2023-10-30,13.694999999999999,-11.5869436264038
122827,GRB112P9841,0,48.8999999999999,48.8999999999999,3.18048864603043,65.0,48.9,17.115,2023-10-30,31.7849999999999,-3.18048864603043
43539,GRB112P9911,0,78.8999999999999,78.8999999999999,5.68016336858273,65.0,78.9,27.615,2023-10-30,51.28499999999991,-5.68016336858273
114566,GRB112P9912,0,109.9,109.9,13.5376290082932,70.0,109.9,32.97,2023-10-30,76.93,-13.5376290082932
54171,GRB113P1044,0,6.89999999999999,6.89999999999999,2.21160688996315,60.0,6.9,2.76,2023-10-30,4.13999999999999,-2.21160688996315
102567,GRB113P10589,0,10.9,10.9,3.81454388797283,60.0,10.9,4.36,2023-10-30,6.54,-3.81454388797283
67184,GRB113P10590,0,58.9,58.9,7.31660495698452,65.0,58.9,20.615,2023-10-30,38.285,-7.31660495698452
81324,GRB113P13131,0,29.9,29.9,8.11405751109123,60.0,29.9,11.96,2023-10-30,17.939999999999998,-8.11405751109123
33450,GRB113P13132,0,19.9,19.9,4.89489881694317,60.0,19.9,7.96,2023-10-30,11.939999999999998,-4.89489881694317
9470,GRB114P1985,0,39.9,39.9,3.2673007696867,60.0,39.9,15.96,2023-10-30,23.939999999999998,-3.2673007696867
115884,GRB114P3308,0,29.9,29.9,1.38625848293304,60.0,29.9,11.96,2023-10-30,17.939999999999998,-1.38625848293304
58238,GRB114P3310,0,24.9,24.9,1.74774023145437,60.0,24.9,9.96,2023-10-30,14.939999999999998,-1.74774023145437
75318,GRB114P3311,0,19.9,19.9,1.44678138941526,60.0,19.9,7.96,2023-10-30,11.939999999999998,-1.44678138941526
115779,GRB114P3314,0,29.9000000000001,29.9000000000001,1.3630452901125,60.0,29.9,11.96,2023-10-30,17.9400000000001,-1.3630452901125
128314,GRB114P3317,0,24.9,24.9,1.57807928323746,55.0,24.9,11.205,2023-10-30,13.694999999999999,-1.57807928323746
29241,GRB114P3319,0,29.9,29.9,1.31481572985649,55.0,29.9,13.455,2023-10-30,16.445,-1.31481572985649
51842,GRB114P3320,0,18.9,18.9,1.30595217645168,55.0,18.9,8.505,2023-10-30,10.394999999999998,-1.30595217645168
117406,GRB114P3322,0,10.9,10.9,0.893195137381554,50.0,10.9,5.45,2023-10-30,5.45,-0.893195137381554
42274,GRB114P3323,0,10.9,10.9,0.920897409319878,50.0,10.9,5.45,2023-10-30,5.45,-0.920897409319878
29889,GRB114P4266,16,15.9000000000001,15.9000000000001,1.91625513136387,55.0,15.9,7.155,2023-10-30,8.7450000000001,14.08374486863613
123338,GRB114P93,0,24.9,24.9,1.77382417023182,60.0,24.9,9.96,2023-10-30,14.939999999999998,-1.77382417023182
109637,GRB116P1676,0,5.89999999999999,5.89999999999999,1.54885342717171,50.0,5.9,2.95,2023-10-30,2.9499999999999895,-1.54885342717171
85155,GRB116P853,0,13.9,13.9,1.92591366916895,50.0,13.9,6.95,2023-10-30,6.95,-1.92591366916895
109325,GRB116P859,0,17.9000000000001,17.9000000000001,1.37477519363165,50.0,17.9,8.95,2023-10-30,8.950000000000102,-1.37477519363165
27724,GRB117P118,0,28.6500000000001,28.6500000000001,6.55876696109772,55.0,24.9,11.205,2023-10-30,17.4450000000001,-6.55876696109772
121967,GRB117P119,0,41.9,41.9,6.15837621688843,60.0,41.9,16.76,2023-10-30,25.139999999999997,-6.15837621688843
103151,GRB117P120,0,26.9000000000001,26.9000000000001,22.2171506881714,55.0,26.9,12.105,2023-10-30,14.795000000000101,-22.2171506881714
842,GRB117P122,0,19.9,19.9,5.08783882856369,55.0,19.9,8.955,2023-10-30,10.944999999999999,-5.08783882856369
3569,GRB117P1341,16,19.9,19.9,6.73787015676498,55.0,19.9,8.955,2023-10-30,10.944999999999999,9.26212984323502
60405,GRB117P1598,0,31.9,31.9,8.73355111479759,55.0,31.9,14.355,2023-10-30,17.544999999999998,-8.73355111479759
60891,GRB117P1599,0,34.8999999999998,34.8999999999998,6.89592224359512,60.0,34.9,13.96,2023-10-30,20.9399999999998,-6.89592224359512
5931,GRB117P1601,0,18.9,18.9,18.9969085454941,50.0,18.9,9.45,2023-10-30,9.45,-18.9969085454941
91117,GRB117P3330,0,59.9,59.9,9.49656382203102,70.0,59.9,17.97,2023-10-30,41.93,-9.49656382203102
44001,GRB117P67,0,8.90000000000001,8.90000000000001,3.75661408901215,55.0,8.9,4.005,2023-10-30,4.895000000000009,-3.75661408901215
20536,GRB117P68,0,83.8999999999998,83.8999999999998,11.754598647356,70.0,83.9,25.17,2023-10-30,58.729999999999805,-11.754598647356
73036,GRB118P17436,0,59.8999999999999,59.8999999999999,14.5068675279617,70.0,59.9,17.97,2023-10-30,41.9299999999999,-14.5068675279617
7790,GRB11P2336,0,36.9,36.9,7.57438337802887,65.0,36.9,12.915,2023-10-30,23.985,-7.57438337802887
66392,GRB11P245,24,18.9,18.9,5.16225874423981,55.0,18.9,8.505,2023-10-30,10.394999999999998,18.83774125576019
34593,GRB120P10000,0,61.9,61.9,5.22642283141613,65.0,61.9,21.665,2023-10-30,40.235,-5.22642283141613
96476,GRB120P10144,0,16.9,16.9,2.32813808321953,60.0,16.9,6.76,2023-10-30,10.139999999999999,-2.32813808321953
60954,GRB120P10145,0,20.9000000000001,20.9000000000001,2.70250652730465,60.0,20.9,8.36,2023-10-30,12.540000000000102,-2.70250652730465
85173,GRB120P10146,0,26.9000000000001,26.9000000000001,2.58220222592354,60.0,26.9,10.76,2023-10-30,16.1400000000001,-2.58220222592354
1896,GRB120P10155,0,64.8999999999998,64.8999999999998,2.54521341621876,60.0,64.9,25.96,2023-10-30,38.939999999999806,-2.54521341621876
129258,GRB120P10156,0,65.9,65.9,1.90394601225853,60.0,65.9,26.36,2023-10-30,39.540000000000006,-1.90394601225853
48859,GRB120P10157,0,101.9,101.9,1.90837213769555,50.0,101.9,50.95,2023-10-30,50.95,-1.90837213769555
122302,GRB120P10158,0,129.9,129.9,2.54655262082815,65.0,129.9,45.465,2023-10-30,84.435,-2.54655262082815
73295,GRB120P10159,0,95.8999999999999,95.8999999999999,2.25341814756393,65.0,95.9,33.565,2023-10-30,62.33499999999991,-2.25341814756393
52738,GRB120P10160,0,139.9,139.9,2.63852876424789,65.0,139.9,48.965,2023-10-30,90.935,-2.63852876424789
862,GRB120P10161,0,149.9,149.9,2.73124015331268,65.0,149.9,52.465,2023-10-30,97.435,-2.73124015331268
113452,GRB120P10231,8,5.32857142857143,7.47142857142856,1.61542272567749,50.0,7.9,3.95,2023-10-30,1.37857142857143,6.38457727432251
105621,GRB120P10542,0,5.89999999999999,5.89999999999999,2.20002466440201,55.0,5.9,2.655,2023-10-30,3.24499999999999,-2.20002466440201
41741,GRB120P10587,1320,22.9000000000003,26.3255319148941,1.29545809328556,55.0,26.9,12.105,2023-10-30,10.7950000000003,1318.7045419067144
27065,GRB120P10588,1136,10.9000000000002,12.6131652661068,7.5974428653717,55.0,12.9,5.805,2023-10-30,5.0950000000002,1128.4025571346283
25033,GRB120P10804,296,3.89999999999998,3.89999999999998,34.6495158672333,50.0,3.9,1.95,2023-10-30,1.94999999999998,261.3504841327667
72608,GRB120P10816,0,26.9,26.9,0.835168495774269,60.0,26.9,10.76,2023-10-30,16.14,-0.835168495774269
108821,GRB120P10817,4,37.8999999999999,37.8999999999999,3.25150858610868,50.0,37.9,18.95,2023-10-30,18.9499999999999,0.7484914138913199
25728,GRB120P10818,0,32.9,32.9,1.37282317504287,50.0,32.9,16.45,2023-10-30,16.45,-1.37282317504287
97172,GRB120P10819,0,67.8999999999999,67.8999999999999,5.71454405784607,65.0,67.9,23.765,2023-10-30,44.134999999999906,-5.71454405784607
64578,GRB120P11004,0,9.89999999999999,9.89999999999999,1.95525564998388,55.0,9.9,4.455,2023-10-30,5.44499999999999,-1.95525564998388
62726,GRB120P11005,72,6.89999999999999,6.89999999999999,1.73309408128262,60.0,6.9,2.76,2023-10-30,4.13999999999999,70.26690591871738
67234,GRB120P11222,8,73.9,73.9,7.04407203197479,65.0,73.9,25.865,2023-10-30,48.03500000000001,0.9559279680252102
31935,GRB120P11223,16,89.8999999999999,89.8999999999999,6.08009976148605,65.0,89.9,31.465,2023-10-30,58.4349999999999,9.91990023851395
56859,GRB120P11227,0,2.9,2.9,1.47325390577316,50.0,2.9,1.45,2023-10-30,1.45,-1.47325390577316
49206,GRB120P11228,0,4.9,4.9,1.33445346355438,50.0,4.9,2.45,2023-10-30,2.45,-1.33445346355438
57678,GRB120P11229,0,4.9,4.9,1.44812090694904,55.0,4.9,2.205,2023-10-30,2.6950000000000003,-1.44812090694904
127271,GRB120P11230,0,10.9,10.9,1.75255704671144,55.0,10.9,4.905,2023-10-30,5.995,-1.75255704671144
75703,GRB120P11231,0,2.9,2.9,1.3105952963233,50.0,2.9,1.45,2023-10-30,1.45,-1.3105952963233
98617,GRB120P11232,8,1.9,1.9,2.79892747104168,50.0,1.9,0.95,2023-10-30,0.95,5.201072528958321
16150,GRB120P11288,0,66.9,66.9,1.94153533875942,60.0,67.9,27.16,2023-10-30,39.74000000000001,-1.94153533875942
109255,GRB120P11289,8,51.9000000000001,58.7571428571429,3.66375178098679,50.0,59.9,29.95,2023-10-30,21.9500000000001,4.336248219013211
89237,GRB120P11290,0,79.9,79.9,2.05814023315906,60.0,79.9,31.96,2023-10-30,47.940000000000005,-2.05814023315906
62621,GRB120P11291,0,83.9,83.9,2.27614942938089,60.0,83.9,33.56,2023-10-30,50.34,-2.27614942938089
55009,GRB120P11292,0,124.9,124.9,2.50023029744625,65.0,124.9,43.715,2023-10-30,81.185,-2.50023029744625
114526,GRB120P11293,4,44.9,44.9,2.0477920435369,50.0,44.9,22.45,2023-10-30,22.45,1.9522079564630999
26626,GRB120P11294,0,77.9000000000001,77.9000000000001,2.15558968484402,60.0,77.9,31.16,2023-10-30,46.74000000000011,-2.15558968484402
17738,GRB120P11295,0,62.9,62.9,2.64753770828247,60.0,62.9,25.16,2023-10-30,37.739999999999995,-2.64753770828247
17480,GRB120P11328,32,5.9,5.9,2.77788481116295,50.0,5.9,2.95,2023-10-30,2.95,29.22211518883705
55522,GRB120P11385,0,82.9,82.9,3.6467594653368,50.0,82.9,41.45,2023-10-30,41.45,-3.6467594653368
65761,GRB120P11682,0,83.9,83.9,3.42268089205027,45.0,83.9,46.145,2023-10-30,37.755,-3.42268089205027
1188,GRB120P11741,0,84.9,84.9,6.90124982595444,65.0,84.9,29.715,2023-10-30,55.185,-6.90124982595444
60493,GRB120P11762,8,4.89999999999999,4.89999999999999,0.671809084713459,60.0,4.9,1.96,2023-10-30,2.9399999999999897,7.328190915286541
15848,GRB120P11991,0,37.9,37.9,1.239836294204,50.0,37.9,18.95,2023-10-30,18.95,-1.239836294204
69116,GRB120P12646,16,57.9000000000001,67.9800000000001,2.43563914299011,50.0,69.9,34.95,2023-10-30,22.950000000000095,13.56436085700989
103694,GRB120P12647,0,73.9,73.9,2.03410407155752,60.0,73.9,29.56,2023-10-30,44.34,-2.03410407155752
32620,GRB120P12757,0,39.9,39.9,1.37470139190555,50.0,39.9,19.95,2023-10-30,19.95,-1.37470139190555
65436,GRB120P12758,24,34.9,34.9,2.74962088465691,50.0,34.9,17.45,2023-10-30,17.45,21.25037911534309
31412,GRB120P12829,8,54.8999999999998,54.8999999999998,4.88538098335266,55.0,54.9,24.705,2023-10-30,30.1949999999998,3.1146190166473398
66216,GRB120P12831,0,91.8999999999998,91.8999999999998,2.29676389694214,65.0,91.9,32.165,2023-10-30,59.73499999999981,-2.29676389694214
113742,GRB120P12833,48,28.9,28.9,3.36646217107773,60.0,28.9,11.56,2023-10-30,17.339999999999996,44.63353782892227
7623,GRB120P12834,40,21.9000000000001,21.9000000000001,3.93565276265144,60.0,21.9,8.76,2023-10-30,13.140000000000102,36.06434723734856
20355,GRB120P12835,0,7.39999999999999,7.39999999999999,2.28116449713707,55.0,7.9,3.555,2023-10-30,3.8449999999999895,-2.28116449713707
116775,GRB120P13156,0,72.9,72.9,3.38718400150537,50.0,72.9,36.45,2023-10-30,36.45,-3.38718400150537
40156,GRB120P13157,16,32.8999999999999,32.8999999999999,4.60525721311569,60.0,32.9,13.16,2023-10-30,19.7399999999999,11.39474278688431
126574,GRB120P13252,0,78.8999999999999,78.8999999999999,3.33580996841192,50.0,78.9,39.45,2023-10-30,39.4499999999999,-3.33580996841192
105525,GRB120P13564,0,58.9,58.9,2.18199495971203,60.0,58.9,23.56,2023-10-30,35.34,-2.18199495971203
72668,GRB120P13565,8,59.9000000000001,59.9000000000001,2.617560505867,60.0,59.9,23.96,2023-10-30,35.9400000000001,5.382439494133
28955,GRB120P13943,0,99.9,99.9,3.65279820561409,50.0,99.9,49.95,2023-10-30,49.95,-3.65279820561409
23028,GRB120P13970,0,84.8999999999998,84.8999999999998,2.7188081368804,60.0,84.9,33.96,2023-10-30,50.939999999999806,-2.7188081368804
61184,GRB120P13971,0,81.3999999999998,92.9714285714283,2.70340386033058,60.0,94.9,37.96,2023-10-30,43.439999999999806,-2.70340386033058
124574,GRB120P13972,0,109.9,109.9,2.35758455842733,65.0,109.9,38.465,2023-10-30,71.435,-2.35758455842733
89345,GRB120P13973,4,124.9,124.9,2.92864206433296,65.0,124.9,43.715,2023-10-30,81.185,1.0713579356670402
43518,GRB120P13974,0,149.9,149.9,2.8138776794076,65.0,149.9,52.465,2023-10-30,97.435,-2.8138776794076
39721,GRB120P14757,0,94.8999999999999,94.8999999999999,2.78100764751434,65.0,94.9,33.215,2023-10-30,61.6849999999999,-2.78100764751434
9730,GRB120P15174,0,5.9,5.9,1.38499289751053,50.0,5.9,2.95,2023-10-30,2.95,-1.38499289751053
68857,GRB120P15481,32,9.89999999999999,9.89999999999999,2.07464218139648,55.0,9.9,4.455,2023-10-30,5.44499999999999,29.92535781860352
107023,GRB120P15749,8,54.9,67.7571428571429,2.43113771080971,50.0,69.9,34.95,2023-10-30,19.949999999999996,5.568862289190291
98387,GRB120P15750,16,51.9,75.9,1.97443003952503,65.0,79.9,27.965,2023-10-30,23.935,14.02556996047497
36634,GRB120P15751,0,94.9,94.9,2.38273096084595,60.0,94.9,37.96,2023-10-30,56.940000000000005,-2.38273096084595
6873,GRB120P15752,0,104.9,104.9,3.45162898302078,50.0,104.9,52.45,2023-10-30,52.45,-3.45162898302078
91672,GRB120P15753,0,114.9,114.9,2.49618203938007,65.0,114.9,40.215,2023-10-30,74.685,-2.49618203938007
68072,GRB120P15754,0,144.9,144.9,4.27872961014509,50.0,144.9,72.45,2023-10-30,72.45,-4.27872961014509
79696,GRB120P15755,16,69.9000000000002,69.9000000000002,2.68357559293509,60.0,69.9,27.96,2023-10-30,41.940000000000204,13.31642440706491
67876,GRB120P15834,0,34.9,34.9,5.88584344834089,45.0,34.9,19.195,2023-10-30,15.704999999999998,-5.88584344834089
116214,GRB120P15835,0,22.9,22.9,1.39006158709526,55.0,22.9,10.305,2023-10-30,12.594999999999999,-1.39006158709526
106844,GRB120P15836,16,59.9,77.0428571428572,2.47650702297688,55.0,79.9,35.955,2023-10-30,23.945,13.52349297702312
14043,GRB120P15837,0,114.9,114.9,2.56425564736128,65.0,114.9,40.215,2023-10-30,74.685,-2.56425564736128
16723,GRB120P15838,0,84.9000000000001,84.9000000000001,2.24063872545958,60.0,84.9,33.96,2023-10-30,50.940000000000104,-2.24063872545958
108444,GRB120P16062,0,94.8999999999999,94.8999999999999,2.46884799748659,65.0,94.9,33.215,2023-10-30,61.6849999999999,-2.46884799748659
107399,GRB120P17107,0,44.9,44.9,2.79165695607662,65.0,44.9,15.715,2023-10-30,29.185,-2.79165695607662
24244,GRB120P17141,8,27.8999999999999,27.8999999999999,1.43065394461155,55.0,27.9,12.555,2023-10-30,15.3449999999999,6.56934605538845
113693,GRB120P17179,16,16.9,16.9,2.16644662618637,55.0,16.9,7.605,2023-10-30,9.294999999999998,13.83355337381363
41576,GRB120P17282,0,44.9,44.9,1.67638811469078,60.0,44.9,17.96,2023-10-30,26.939999999999998,-1.67638811469078
38040,GRB120P17285,0,9.9,9.9,1.59156574308872,50.0,9.9,4.95,2023-10-30,4.95,-1.59156574308872
49745,GRB120P17286,0,8.89999999999999,8.89999999999999,1.73006046563387,50.0,8.9,4.45,2023-10-30,4.4499999999999895,-1.73006046563387
38720,GRB120P17288,0,12.9,12.9,3.44280113279819,50.0,12.9,6.45,2023-10-30,6.45,-3.44280113279819
20929,GRB120P17289,0,7.89999999999999,7.89999999999999,1.47323793917894,55.0,7.9,3.555,2023-10-30,4.34499999999999,-1.47323793917894
91284,GRB120P17291,0,7.89999999999999,7.89999999999999,1.61922159790993,55.0,7.9,3.555,2023-10-30,4.34499999999999,-1.61922159790993
50153,GRB120P17336,0,89.8999999999999,89.8999999999999,2.08011580258608,55.0,89.9,40.455,2023-10-30,49.44499999999991,-2.08011580258608
20218,GRB120P17344,8,99.8999999999999,99.8999999999999,3.73005548119545,50.0,99.9,49.95,2023-10-30,49.9499999999999,4.26994451880455
40298,GRB120P17345,0,119.9,119.9,2.6360497251153,50.0,119.9,59.95,2023-10-30,59.95,-2.6360497251153
110747,GRB120P17346,0,134.9,134.9,7.70204722881317,50.0,134.9,67.45,2023-10-30,67.45,-7.70204722881317
58419,GRB120P17446,0,27.9,27.9,0.921040985733271,50.0,27.9,13.95,2023-10-30,13.95,-0.921040985733271
47964,GRB120P17709,160,17.9,17.9,3.16471821069717,50.0,17.9,8.95,2023-10-30,8.95,156.83528178930283
70220,GRB120P9766,0,6.89999999999999,6.89999999999999,1.42284953594208,50.0,6.9,3.45,2023-10-30,3.4499999999999895,-1.42284953594208
86611,GRB120P9784,0,52.9,52.9,2.94557110220194,45.0,52.9,29.095,2023-10-30,23.805,-2.94557110220194
68515,GRB120P9785,0,50.9,50.9,5.64051502943039,50.0,50.9,25.45,2023-10-30,25.45,-5.64051502943039
77865,GRB120P9941,0,62.9,62.9,5.25679866969585,65.0,62.9,22.015,2023-10-30,40.885,-5.25679866969585
94599,GRB120P9942,0,43.9,43.9,6.89856119453907,65.0,43.9,15.365,2023-10-30,28.534999999999997,-6.89856119453907
20784,GRB120P9998,0,73.9000000000001,73.9000000000001,5.34697435796261,65.0,73.9,25.865,2023-10-30,48.03500000000011,-5.34697435796261
80445,GRB120P9999,0,50.9,50.9,4.31145256757736,65.0,50.9,17.815,2023-10-30,33.084999999999994,-4.31145256757736
111841,GRB122P1569,0,4.89999999999999,4.89999999999999,2.77592265605927,60.0,4.9,1.96,2023-10-30,2.9399999999999897,-2.77592265605927
69431,GRB122P1680,0,6.89999999999999,6.89999999999999,8.31087231636047,60.0,6.9,2.76,2023-10-30,4.13999999999999,-8.31087231636047
104690,GRB122P1750,0,8.89999999999999,8.89999999999999,10.1037281155586,60.0,8.9,3.56,2023-10-30,5.339999999999989,-10.1037281155586
30536,GRB122P3974,0,9.9,9.9,3.85450087487698,65.0,9.9,3.465,2023-10-30,6.4350000000000005,-3.85450087487698
52345,GRB122P4000,8,7.90000000000002,7.90000000000002,3.6932887583971,65.0,7.9,2.765,2023-10-30,5.135000000000019,4.306711241602899
95143,GRB122P4191,0,31.9,31.9,5.33262394368649,65.0,31.9,11.165,2023-10-30,20.735,-5.33262394368649
39056,GRB122P4194,0,59.9,59.9,7.56181547045708,75.0,59.9,14.975,2023-10-30,44.925,-7.56181547045708
110584,GRB122P4223,0,6.89999999999999,6.89999999999999,3.60669729113579,65.0,6.9,2.415,2023-10-30,4.48499999999999,-3.60669729113579
1166,GRB122P4268,0,8.89999999999999,8.89999999999999,3.97334331274033,65.0,8.9,3.115,2023-10-30,5.7849999999999895,-3.97334331274033
35564,GRB122P43,8,19.9000000000001,19.9000000000001,7.50802081823349,65.0,19.9,6.965,2023-10-30,12.935000000000102,0.49197918176651
90364,GRB122P4483,0,15.9,15.9,6.07217116653919,65.0,15.9,5.565,2023-10-30,10.335,-6.07217116653919
90104,GRB122P4484,0,23.9,23.9,7.50046315789223,65.0,23.9,8.365,2023-10-30,15.534999999999998,-7.50046315789223
74602,GRB122P4485,0,28.9,28.9,23.0476675033569,65.0,28.9,10.115,2023-10-30,18.784999999999997,-23.0476675033569
5096,GRB122P4486,0,44.9,44.9,7.03590746223927,75.0,44.9,11.225,2023-10-30,33.675,-7.03590746223927
66260,GRB122P4488,0,61.9,61.9,14.7503356933594,75.0,61.9,15.475,2023-10-30,46.425,-14.7503356933594
112031,GRB122P4489,0,94.9,94.9,14.744427382946,75.0,94.9,23.725,2023-10-30,71.17500000000001,-14.744427382946
7773,GRB123P10211,0,9.89999999999999,9.89999999999999,2.80013379454613,55.0,9.9,4.455,2023-10-30,5.44499999999999,-2.80013379454613
54653,GRB123P10212,8,15.9,15.9,2.45467917621136,55.0,15.9,7.155,2023-10-30,8.745000000000001,5.54532082378864
70042,GRB123P10213,0,10.9,10.9,1.72274026274681,55.0,10.9,4.905,2023-10-30,5.995,-1.72274026274681
56462,GRB123P10878,16,5.89999999999999,5.89999999999999,2.01440301537514,55.0,5.9,2.655,2023-10-30,3.24499999999999,13.98559698462486
51590,GRB123P10879,24,7.9,7.9,4.67033067345619,55.0,7.9,3.555,2023-10-30,4.345000000000001,19.329669326543808
93753,GRB123P11264,0,25.9,25.9,2.81426744163036,55.0,25.9,11.655,2023-10-30,14.245,-2.81426744163036
93586,GRB123P11763,0,7.89999999999999,7.89999999999999,1.72219011187553,55.0,7.9,3.555,2023-10-30,4.34499999999999,-1.72219011187553
4039,GRB123P11786,0,15.9,15.9,2.65401853621006,55.0,15.9,7.155,2023-10-30,8.745000000000001,-2.65401853621006
